captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.winner,candidates.1.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108MD22091,live,0.0,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:17:33.307Z,0,2074,0.0,32111,0,0.0,32653,0,0.0,32654,0,0.0,32652,0,0.0,32120,0,0.0,2350000,99,0,3525000,0,0,,,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108MD22091,live,0.0,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:51:12.652Z,0,2074,0.0,32111,0,0.0,32653,0,0.0,32654,0,0.0,32652,0,0.0,32120,0,0.0,2350000,99,0,3525000,0,0,,,,,,
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,20221108MD22091,live,0.0,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:20:36.130Z,0,2074,0.0,32111,0,0.0,32653,0,0.0,32654,0,0.0,32652,0,0.0,32120,0,0.0,2350000,99,0,3525000,0,0,,,,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108MD22091,live,0.0,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:05.797Z,0,2074,0.0,32120,0,0.0,32111,0,0.0,32653,0,0.0,32654,0,0.0,32652,0,0.0,2350000,99,0,3525000,0,0,X,2022-11-09T01:00:04.280Z,0.0,,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108MD22091,live,0.0,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:14:37.470Z,0,2074,0.0,32120,0,0.0,32111,0,0.0,32653,0,0.0,32654,0,0.0,32652,0,0.0,2350000,99,0,3525000,0,0,X,2022-11-09T01:00:04.280Z,0.0,,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108MD22091,live,0.01,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:20:23.437Z,1,2074,0.05,32120,164,65.6,32111,78,31.2,32653,3,1.2,32652,3,1.2,32654,2,0.8,2350000,99,250,3525000,1,0,X,2022-11-09T01:00:04.280Z,0.0,,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108MD22091,live,0.15,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:27:29.723Z,5,2074,0.24,32111,2221,62.39,32120,1205,33.85,32652,68,1.91,32654,40,1.12,32653,26,0.73,2350000,99,3560,3525000,5,3,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108MD22091,live,0.16,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:29:38.100Z,6,2074,0.29,32111,2267,61.3,32120,1295,35.02,32652,69,1.87,32654,40,1.08,32653,27,0.73,2350000,99,3698,3525000,6,3,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108MD22091,live,0.41,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:36:53.925Z,15,2074,0.72,32111,5691,59.6,32120,3516,36.82,32652,179,1.87,32654,98,1.03,32653,64,0.67,2350000,99,9548,3525000,15,8,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108MD22091,live,0.56,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:41:18.346Z,21,2074,1.01,32111,8178,62.57,32120,4442,33.99,32652,244,1.87,32654,129,0.99,32653,77,0.59,2350000,99,13070,3525000,21,12,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108MD22091,live,0.66,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:43:52.511Z,25,2074,1.21,32111,9596,62.12,32120,5319,34.43,32652,278,1.8,32654,151,0.98,32653,104,0.67,2350000,99,15448,3525000,25,14,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108MD22091,live,0.99,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:49:41.638Z,31,2074,1.49,32111,14404,61.79,32120,8082,34.67,32652,451,1.93,32654,217,0.93,32653,158,0.68,2350000,99,23312,3525000,31,21,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108MD22091,live,1.13,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:55:06.167Z,34,2074,1.64,32111,16255,61.32,32120,9316,35.14,32652,508,1.92,32654,242,0.91,32653,188,0.71,2350000,99,26509,3525000,34,23,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108MD22091,live,1.15,MD,Maryland,21,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:57:32.671Z,36,2074,1.74,32111,16468,61.01,32120,9563,35.43,32652,517,1.92,32654,249,0.92,32653,196,0.73,2350000,99,26993,3525000,36,24,,,1.0,X,2022-11-09T01:00:04.280Z,0.0
