captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-07T22:58:30.583Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2676,99.0,0,4926,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-08T19:43:46.971Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:14:44.432Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:14:44.432Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:14:44.432Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:14:44.432Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:14:44.432Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:39:35.866Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:39:37.827Z,0,0.0,13,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,2686,99.0,0,4926,0,0
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:53:27.863Z,2,32.46,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2686,99.0,872,4926,2,2
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:54:59.145Z,2,32.59,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2676,99.0,872,4926,2,2
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:54:59.145Z,2,32.59,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2676,99.0,872,4926,2,2
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:54:59.145Z,2,32.59,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2676,99.0,872,4926,2,2
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:54:59.145Z,2,32.59,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2676,99.0,872,4926,2,2
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T01:54:59.145Z,2,32.59,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2676,99.0,872,4926,2,2
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:17:44.275Z,2,33.82,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2578,99.0,872,4926,2,2
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:17:44.275Z,2,33.82,13,15.38,53975,422,48.39,53971,339,38.88,54245,40,4.59,54270,39,4.47,54243,20,2.29,54244,12,1.38,2578,99.0,872,4926,2,2
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:35:11.310Z,4,38.98,13,30.77,53975,497,49.45,53971,383,38.11,54245,49,4.88,54270,42,4.18,54243,21,2.09,54244,13,1.29,2578,99.0,1005,4926,4,4
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:35:38.052Z,4,38.94,13,30.77,53975,497,49.45,53971,383,38.11,54245,49,4.88,54270,42,4.18,54243,21,2.09,54244,13,1.29,2581,99.0,1005,4926,4,4
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:41:35.472Z,4,38.98,13,30.77,53975,497,49.45,53971,383,38.11,54245,49,4.88,54270,42,4.18,54243,21,2.09,54244,13,1.29,2578,99.0,1005,4926,4,4
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:41:35.472Z,4,38.98,13,30.77,53975,497,49.45,53971,383,38.11,54245,49,4.88,54270,42,4.18,54243,21,2.09,54244,13,1.29,2578,99.0,1005,4926,4,4
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:51:24.979Z,4,38.98,13,30.77,53975,497,49.45,53971,383,38.11,54245,49,4.88,54270,42,4.18,54243,21,2.09,54244,13,1.29,2578,99.0,1005,4926,4,4
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T02:55:19.538Z,5,42.94,13,38.46,53975,533,48.15,53971,430,38.84,54245,62,5.6,54270,47,4.25,54243,22,1.99,54244,13,1.17,2578,99.0,1107,4926,5,5
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:01:06.486Z,5,43.48,13,38.46,53975,533,48.15,53971,430,38.84,54245,62,5.6,54270,47,4.25,54243,22,1.99,54244,13,1.17,2546,99.0,1107,4926,5,5
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:01:06.486Z,5,43.48,13,38.46,53975,533,48.15,53971,430,38.84,54245,62,5.6,54270,47,4.25,54243,22,1.99,54244,13,1.17,2546,99.0,1107,4926,5,5
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:10:42.431Z,6,45.25,13,46.15,53975,562,48.78,53971,446,38.72,54245,62,5.38,54270,47,4.08,54243,22,1.91,54244,13,1.13,2546,99.0,1152,4926,6,6
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:10:42.431Z,6,45.25,13,46.15,53975,562,48.78,53971,446,38.72,54245,62,5.38,54270,47,4.08,54243,22,1.91,54244,13,1.13,2546,99.0,1152,4926,6,6
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:21:56.029Z,6,46.6,13,46.15,53975,562,48.78,53971,446,38.72,54245,62,5.38,54270,47,4.08,54243,22,1.91,54244,13,1.13,2472,99.0,1152,4926,6,6
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:25:12.126Z,7,52.27,13,53.85,53975,625,48.37,53971,506,39.16,54245,69,5.34,54270,50,3.87,54243,24,1.86,54244,18,1.39,2472,99.0,1292,4926,7,7
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:25:12.126Z,7,52.27,13,53.85,53975,625,48.37,53971,506,39.16,54245,69,5.34,54270,50,3.87,54243,24,1.86,54244,18,1.39,2472,99.0,1292,4926,7,7
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:25:12.126Z,7,52.27,13,53.85,53975,625,48.37,53971,506,39.16,54245,69,5.34,54270,50,3.87,54243,24,1.86,54244,18,1.39,2472,99.0,1292,4926,7,7
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:25:12.126Z,7,52.27,13,53.85,53975,625,48.37,53971,506,39.16,54245,69,5.34,54270,50,3.87,54243,24,1.86,54244,18,1.39,2472,99.0,1292,4926,7,7
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T03:49:32.675Z,8,56.8,13,61.54,53975,684,48.72,53971,552,39.32,54245,73,5.2,54270,52,3.7,54243,25,1.78,54244,18,1.28,2472,99.0,1404,4926,8,8
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:05:42.244Z,9,60.57,13,69.23,53975,743,49.01,53971,598,39.45,54245,77,5.08,54270,54,3.56,54243,26,1.72,54244,18,1.19,2503,99.0,1516,4926,9,9
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:05:42.244Z,9,60.57,13,69.23,53975,743,49.01,53971,598,39.45,54245,77,5.08,54270,54,3.56,54243,26,1.72,54244,18,1.19,2503,99.0,1516,4926,9,9
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:12:55.372Z,9,60.57,13,69.23,53975,743,49.01,53971,598,39.45,54245,77,5.08,54270,54,3.56,54243,26,1.72,54244,18,1.19,2503,99.0,1516,4926,9,9
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:24:02.388Z,9,60.57,13,69.23,53975,743,49.01,53971,598,39.45,54245,77,5.08,54270,54,3.56,54243,26,1.72,54244,18,1.19,2503,99.0,1516,4926,9,9
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:24:02.388Z,9,60.57,13,69.23,53975,743,49.01,53971,598,39.45,54245,77,5.08,54270,54,3.56,54243,26,1.72,54244,18,1.19,2503,99.0,1516,4926,9,9
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:24:02.388Z,9,60.57,13,69.23,53975,743,49.01,53971,598,39.45,54245,77,5.08,54270,54,3.56,54243,26,1.72,54244,18,1.19,2503,99.0,1516,4926,9,9
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:28:49.521Z,10,74.19,13,76.92,53975,891,47.98,53971,742,39.96,54245,98,5.28,54270,67,3.61,54243,37,1.99,54244,22,1.18,2503,99.0,1857,4926,10,10
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,VT,50009,2,2022-11-09T00:00:00.000Z,FIPSCode,50009,0,2022-11-09T04:28:49.521Z,10,74.19,13,76.92,53975,891,47.98,53971,742,39.96,54245,98,5.28,54270,67,3.61,54243,37,1.99,54244,22,1.18,2503,99.0,1857,4926,10,10
