captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-08T23:00:00.000Z,state,0,2022-11-07T03:03:13.272Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4686221,99,0,7000459,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T20:11:27.535Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667944807,2022-11-08 22:00:07 +0000,dcfffcd77ec44ba4e0c4b41e8729188e7728dbe1,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T21:58:29.079Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667945337,2022-11-08 22:08:57 +0000,98ebc4e8a976c121315c6a94b1742124c79eda02,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T22:03:17.207Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667945601,2022-11-08 22:13:21 +0000,10182c9b9cc6c22892c3bd6d3318048c89444927,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T22:08:37.621Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T22:22:43.388Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667946903,2022-11-08 22:35:03 +0000,cb1028268673c8c2a42a51ee33da39f10a4ad1c1,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T22:29:29.071Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667947162,2022-11-08 22:39:22 +0000,f4d4d4ee9c0c708eecc555d85fad1ae05b59ac98,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T22:35:08.712Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667947429,2022-11-08 22:43:49 +0000,e6d5bcf1f6c68c6499934b6e270555c5d0bb1bbf,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T22:40:07.402Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
1667947695,2022-11-08 22:48:15 +0000,d34bad58f4d41f9cfcdcd94796fa010d33630ef0,20221108GA12029,live,0.0,GA,Georgia,11,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T22:43:32.148Z,0,2707,0.0,21134,0,0.0,22555,0,0.0,23070,0,0.0,4700000,99,0,7054135,0,0,,,,
