captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-07T20:37:34.365Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7808,99,0,12272,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-08T21:45:53.319Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7383,99,0,12272,0,0
1667947162,2022-11-08 22:39:22 +0000,f4d4d4ee9c0c708eecc555d85fad1ae05b59ac98,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-08T21:45:53.319Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7383,99,0,12272,0,0
1667947695,2022-11-08 22:48:15 +0000,d34bad58f4d41f9cfcdcd94796fa010d33630ef0,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-08T21:45:53.319Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7383,99,0,12272,0,0
1667947961,2022-11-08 22:52:41 +0000,61cf3818eb7b56b77db7de41bfdda7ab59f4de65,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-08T21:45:53.319Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7383,99,0,12272,0,0
1667948492,2022-11-08 23:01:32 +0000,4eb83dd49b993821ffa569282c4b4b23a1b3e76b,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-08T21:45:53.319Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7383,99,0,12272,0,0
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-09T01:08:01.519Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7808,99,0,12272,0,0
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-09T01:20:24.631Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7808,99,0,12272,0,0
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-09T04:00:20.934Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7808,99,0,12272,0,0
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-09T04:00:20.934Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7808,99,0,12272,0,0
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-09T04:00:20.934Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7808,99,0,12272,0,0
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,ID,16039,2,2022-11-09T03:00:00.000Z,FIPSCode,16039,0,2022-11-09T04:00:20.934Z,0,0.0,17,0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,7808,99,0,12272,0,0
