captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,ID,16011,2,2022-11-09T02:00:00.000Z,FIPSCode,16011,0,2022-11-07T03:05:09.516Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,15722,99,0,21634,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-08T21:45:02.949Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,15722,99,0,21634,0,0
1667947162,2022-11-08 22:39:22 +0000,f4d4d4ee9c0c708eecc555d85fad1ae05b59ac98,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-08T21:45:02.949Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,15722,99,0,21634,0,0
1667947695,2022-11-08 22:48:15 +0000,d34bad58f4d41f9cfcdcd94796fa010d33630ef0,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-08T22:42:30.214Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,15722,99,0,21634,0,0
1667947961,2022-11-08 22:52:41 +0000,61cf3818eb7b56b77db7de41bfdda7ab59f4de65,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-08T22:42:30.214Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,15722,99,0,21634,0,0
1667948492,2022-11-08 23:01:32 +0000,4eb83dd49b993821ffa569282c4b4b23a1b3e76b,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-08T22:42:30.214Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,15722,99,0,21634,0,0
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-09T01:07:53.815Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,13733,99,0,21634,0,0
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-09T01:20:16.345Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,13733,99,0,21634,0,0
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-09T01:20:16.345Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,13733,99,0,21634,0,0
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,ID,16011,2,2022-11-09T03:00:00.000Z,FIPSCode,16011,0,2022-11-09T01:20:16.345Z,0,0.0,28,0.0,17591,0,0.0,19541,0,0.0,13733,99,0,21634,0,0
