captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-07T21:28:20.076Z,0,0.0,10,0,49956,0,0.0,50765,0,0.0,3616,99,0,9062,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-08T18:26:06.276Z,0,0.0,10,0,49956,0,0.0,50765,0,0.0,3616,99,0,9062,0,0
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-08T18:26:06.276Z,0,0.0,10,0,49956,0,0.0,50765,0,0.0,3616,99,0,9062,0,0
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-08T18:26:06.276Z,0,0.0,10,0,49956,0,0.0,50765,0,0.0,3616,99,0,9062,0,0
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-08T18:26:06.276Z,0,0.0,10,0,49956,0,0.0,50765,0,0.0,3616,99,0,9062,0,0
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T01:24:57.197Z,1,29.48,10,10,49956,908,85.18,50765,158,14.82,3616,99,1066,9062,1,3
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T01:24:57.197Z,1,29.48,10,10,49956,908,85.18,50765,158,14.82,3616,99,1066,9062,1,3
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T01:24:57.197Z,1,29.48,10,10,49956,908,85.18,50765,158,14.82,3616,99,1066,9062,1,3
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T01:24:57.197Z,1,29.48,10,10,49956,908,85.18,50765,158,14.82,3616,99,1066,9062,1,3
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T01:24:57.197Z,1,29.48,10,10,49956,908,85.18,50765,158,14.82,3616,99,1066,9062,1,3
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T01:24:57.197Z,1,29.48,10,10,49956,908,85.18,50765,158,14.82,3616,99,1066,9062,1,3
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T01:24:57.197Z,1,29.48,10,10,49956,908,85.18,50765,158,14.82,3616,99,1066,9062,1,3
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:02:06.856Z,7,59.43,10,70,49956,1897,88.27,50765,252,11.73,3616,99,2149,9062,7,6
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:02:06.856Z,7,59.43,10,70,49956,1897,88.27,50765,252,11.73,3616,99,2149,9062,7,6
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:02:06.856Z,7,59.43,10,70,49956,1897,88.27,50765,252,11.73,3616,99,2149,9062,7,6
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:02:06.856Z,7,59.43,10,70,49956,1897,88.27,50765,252,11.73,3616,99,2149,9062,7,6
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:02:06.856Z,7,59.43,10,70,49956,1897,88.27,50765,252,11.73,3616,99,2149,9062,7,6
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:02:06.856Z,7,59.43,10,70,49956,1897,88.27,50765,252,11.73,3616,99,2149,9062,7,6
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:02:06.856Z,7,59.43,10,70,49956,1897,88.27,50765,252,11.73,3616,99,2149,9062,7,6
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:30:54.523Z,7,81.4,10,70,49956,1897,88.27,50765,252,11.73,2640,99,2149,9062,7,8
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T02:37:31.143Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2640,99,2678,9062,10,10
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T03:22:37.402Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2705,99,2678,9062,10,10
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T03:22:37.402Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2705,99,2678,9062,10,10
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,TN,47151,2,2022-11-09T01:00:00.000Z,FIPSCode,47151,0,2022-11-09T03:32:01.403Z,10,99.0,10,100,49956,2379,88.83,50765,299,11.17,2705,99,2678,9062,10,10
