captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,UT,49035,2,2022-11-09T02:00:00.000Z,FIPSCode,49035,0,2022-11-07T03:23:07.398Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,34909,99,0,44763,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-08T19:01:44.487Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,99,0,44763,0,0
1667949573,2022-11-08 23:19:33 +0000,2891155c76df951385c61df78f71bb7f4a65a56b,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-08T23:18:22.933Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-09T03:02:11.841Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-09T03:07:27.416Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-09T03:07:27.416Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-09T03:07:27.416Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-09T03:07:27.416Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-09T03:07:27.416Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,UT,49035,2,2022-11-09T03:00:00.000Z,FIPSCode,49035,0,2022-11-09T03:07:27.416Z,0,0.0,68,0.0,56197,0,0.0,55888,0,0.0,33494,90,0,44763,0,0
