captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NJ,34013,2,2022-11-09T00:00:00.000Z,FIPSCode,34013,0,2022-11-07T03:18:47.684Z,0,0.0,293,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,174660,99,0,250701,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-08T19:53:37.260Z,0,0.0,293,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,98624,99,0,250701,0,0
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-08T22:24:00.134Z,0,0.0,293,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,98624,99,0,250701,0,0
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-09T00:39:59.209Z,0,0.0,293,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,98624,90,0,250701,0,0
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-09T01:00:32.266Z,0,0.0,293,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,98624,90,0,250701,0,0
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-09T01:00:32.266Z,0,0.0,293,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,98624,90,0,250701,0,0
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-09T01:00:32.266Z,0,0.0,293,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,98624,90,0,250701,0,0
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-09T01:23:19.090Z,0,15.65,293,0.0,38234,13567,87.93,39975,1535,9.95,40012,247,1.6,40013,51,0.33,40014,30,0.19,98624,90,15430,250701,0,46
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-09T01:42:13.099Z,0,15.65,293,0.0,38234,13567,87.93,39975,1535,9.95,40012,247,1.6,40013,51,0.33,40014,30,0.19,98624,90,15430,250701,0,46
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NJ,34013,2,2022-11-09T01:00:00.000Z,FIPSCode,34013,0,2022-11-09T01:42:13.099Z,0,15.65,293,0.0,38234,13567,87.93,39975,1535,9.95,40012,247,1.6,40013,51,0.33,40014,30,0.19,98624,90,15430,250701,0,46
